R6	102	0
R6	103	0
R6	70	0
R7	475	1
R7	372	1
R7	69	1
R7	5	1
R7	25	1
R7	99	1
R7	98	1
R7	97	1
R7	96	1
R7	95	1
R7	93	1
R7	92	1
R7	91	1
R7	9	1
R7	89	1
R7	88	1
R7	500	0
R7	158	0
R7	321	0
R7	147	0
R7	15	0
R7	166	0
R7	228	0
R7	253	0
R7	305	0
R7	381	0
R7	390	0
R7	392	0
R7	589	0
R7	61	0
R7	65	0
R7	659	0
R7	683	0
R7	84	0
R7	3	0
R7	19	0
R7	18	0
R7	1	0
R7	94	0
R7	90	0
R8	505	1
R8	584	1
R8	112	1
R8	359	1
R8	386	1
R8	99	1
R8	95	1
R8	72	1
R8	68	1
R8	64	1
R8	61	1
R8	55	1
R8	44	0
R8	43	1
R8	41	1
R8	40	1
R8	36	1
R8	35	1
R8	34	1
R8	33	1
R8	32	1
R8	31	1
R8	28	1
R8	224	0
R8	644	0
R8	628	0
R8	684	0
R8	16	0
R8	322	0
R8	176	0
R8	65	0
R8	272	0
R8	73	0
R8	616	0
R8	685	0
R8	220	0
R8	469	0
R8	289	0
R8	309	0
R8	63	0
R8	62	0
R9	236	1
R9	711	1
R9	703	1
R9	133	1
R9	84	1
R9	452	1
R9	87	1
R9	69	1
R9	90	1
R9	58	1
R9	20	1
R9	96	1
R9	95	0
R9	89	1
R9	86	1
R9	83	1
R9	82	1
R9	81	1
R9	79	1
R9	78	1
R9	75	1
R9	73	1
R9	72	1
R9	71	1
R9	67	1
R9	690	0
R9	161	0
R9	28	0
R9	245	0
R9	451	0
R9	625	0
R9	684	1
R9	118	0
R9	218	0
R9	325	1
R9	418	0
R9	509	0
R9	536	0
R9	661	0
